split,image_relative_path,label_relative_path,image_width,image_height,class_id,box_index,x_center_norm,y_center_norm,width_norm,height_norm,letterbox_scale,width_original_px,height_original_px,width_640_px,height_640_px,short_side_640_px,long_side_640_px,area_640_px2,aspect_ratio
train,train/images/fog_dense_fog_0229_GF1_WFV3.png,train/labels/fog_dense_fog_0229_GF1_WFV3.txt,512,512,0,1,0.041015625,0.02734375,0.01953125,0.03515625,1.25,10,18,12.5,22.5,12.5,22.5,281.25,1.8
train,train/images/fog_dense_fog_0229_GF1_WFV3.png,train/labels/fog_dense_fog_0229_GF1_WFV3.txt,512,512,0,2,0.076171875,0.0380859375,0.0234375,0.033203125,1.25,12,17,15,21.25,15,21.25,318.75,1.41666666667
train,train/images/fog_dense_fog_0257_GF1_WFV4.png,train/labels/fog_dense_fog_0257_GF1_WFV4.txt,512,512,0,0,0.287969283276,0.183419689119,0.0383959044369,0.060103626943,1.25,19.6587030717,30.7730569948,24.5733788396,38.4663212435,24.5733788396,38.4663212435,945.247484482,1.56536557283
train,train/images/fog_dense_fog_0262_GF1_WFV2.png,train/labels/fog_dense_fog_0262_GF1_WFV2.txt,512,512,0,0,0.1904296875,0.2109375,0.037109375,0.03515625,1.25,19,18,23.75,22.5,22.5,23.75,534.375,1.05555555556
train,train/images/fog_dense_fog_0273_GF1_WFV3.png,train/labels/fog_dense_fog_0273_GF1_WFV3.txt,512,512,0,0,0.21484375,0.9169921875,0.03125,0.064453125,1.25,16,33,20,41.25,20,41.25,825,2.0625
train,train/images/fog_light_fog_0001_GF1_WFV3.png,train/labels/fog_light_fog_0001_GF1_WFV3.txt,512,512,0,0,0.43359375,0.1328125,0.0390625,0.04296875,1.25,20,22,25,27.5,25,27.5,687.5,1.1
train,train/images/fog_light_fog_0001_GF1_WFV3.png,train/labels/fog_light_fog_0001_GF1_WFV3.txt,512,512,0,1,0.4287109375,0.947265625,0.025390625,0.04296875,1.25,13,22,16.25,27.5,16.25,27.5,446.875,1.69230769231
train,train/images/fog_light_fog_0002_GF1_WFV1.png,train/labels/fog_light_fog_0002_GF1_WFV1.txt,512,512,0,0,0.3681640625,0.3310546875,0.021484375,0.037109375,1.25,11,19,13.75,23.75,13.75,23.75,326.5625,1.72727272727
train,train/images/fog_light_fog_0004_GF6_WFV_.png,train/labels/fog_light_fog_0004_GF6_WFV_.txt,512,512,0,0,0.119140625,0.4140625,0.04296875,0.046875,1.25,22,24,27.5,30,27.5,30,825,1.09090909091
train,train/images/fog_light_fog_0019_GF1_WFV4.png,train/labels/fog_light_fog_0019_GF1_WFV4.txt,512,512,0,0,0.720703125,0.046875,0.04296875,0.05859375,1.25,22,30,27.5,37.5,27.5,37.5,1031.25,1.36363636364
train,train/images/fog_light_fog_0021_GF1_WFV3.png,train/labels/fog_light_fog_0021_GF1_WFV3.txt,512,512,0,0,0.595703125,0.904296875,0.0390625,0.0625,1.25,20,32,25,40,25,40,1000,1.6
train,train/images/fog_light_fog_0033_GF1_WFV3.png,train/labels/fog_light_fog_0033_GF1_WFV3.txt,512,512,0,0,0.9423828125,0.1298828125,0.025390625,0.044921875,1.25,13,23,16.25,28.75,16.25,28.75,467.1875,1.76923076923
train,train/images/fog_light_fog_0036_GF6_WFV_.png,train/labels/fog_light_fog_0036_GF6_WFV_.txt,512,512,0,0,0.904296875,0.8994140625,0.04296875,0.041015625,1.25,22,21,27.5,26.25,26.25,27.5,721.875,1.04761904762
train,train/images/fog_light_fog_0086_GF6_WFV_.png,train/labels/fog_light_fog_0086_GF6_WFV_.txt,512,512,0,0,0.439846416382,0.666839378238,0.0332764505119,0.0383419689119,1.25,17.0375426621,19.6310880829,21.2969283276,24.5388601036,21.2969283276,24.5388601036,522.602344869,1.15222532217
train,train/images/fog_light_fog_0095_GF6_WFV_.png,train/labels/fog_light_fog_0095_GF6_WFV_.txt,512,512,0,0,0.34375,0.4892578125,0.046875,0.064453125,1.25,24,33,30,41.25,30,41.25,1237.5,1.375
train,train/images/fog_light_fog_0107_GF6_WFV_.png,train/labels/fog_light_fog_0107_GF6_WFV_.txt,512,512,0,0,0.873720136519,0.765284974093,0.0221843003413,0.0300518134715,1.25,11.3583617747,15.3865284974,14.1979522184,19.2331606218,14.1979522184,19.2331606218,273.071495517,1.35464328418
train,train/images/fog_light_fog_0113_GF1_WFV4.png,train/labels/fog_light_fog_0113_GF1_WFV4.txt,512,512,0,0,0.228242320819,0.734715025907,0.0401023890785,0.0331606217617,1.25,20.5324232082,16.978238342,25.6655290102,21.2227979275,21.2227979275,25.6655290102,544.694335886,1.20933767065
train,train/images/fog_light_fog_0128_GF1_WFV4.png,train/labels/fog_light_fog_0128_GF1_WFV4.txt,512,512,0,0,0.0955631399317,0.650777202073,0.0238907849829,0.0269430051813,1.25,12.2320819113,13.7948186528,15.2901023891,17.2435233161,15.2901023891,17.2435233161,263.655237051,1.12775721688
train,train/images/fog_light_fog_0135_GF6_WFV_.png,train/labels/fog_light_fog_0135_GF6_WFV_.txt,512,512,0,0,0.76171875,0.220703125,0.03125,0.02734375,1.25,16,14,20,17.5,17.5,20,350,1.14285714286
train,train/images/fog_light_fog_0135_GF6_WFV_.png,train/labels/fog_light_fog_0135_GF6_WFV_.txt,512,512,0,1,0.8349609375,0.931640625,0.029296875,0.01953125,1.25,15,10,18.75,12.5,12.5,18.75,234.375,1.5
train,train/images/fog_light_fog_0135_GF6_WFV_.png,train/labels/fog_light_fog_0135_GF6_WFV_.txt,512,512,0,2,0.5830078125,0.2880859375,0.025390625,0.025390625,1.25,13,13,16.25,16.25,16.25,16.25,264.0625,1
train,train/images/fog_light_fog_0136_GF1_WFV4.png,train/labels/fog_light_fog_0136_GF1_WFV4.txt,512,512,0,0,0.8954778157,0.0823834196891,0.0503412969283,0.0715025906736,1.25,25.7747440273,36.6093264249,32.2184300341,45.7616580311,32.2184300341,45.7616580311,1474.36877752,1.42035654694
train,train/images/fog_light_fog_0152_GF1_WFV2.png,train/labels/fog_light_fog_0152_GF1_WFV2.txt,512,512,0,0,0.78125,0.322265625,0.0546875,0.05078125,1.25,28,26,35,32.5,32.5,35,1137.5,1.07692307692
train,train/images/fog_light_fog_0152_GF1_WFV2.png,train/labels/fog_light_fog_0152_GF1_WFV2.txt,512,512,0,1,0.6806640625,0.51953125,0.056640625,0.05078125,1.25,29,26,36.25,32.5,32.5,36.25,1178.125,1.11538461538
train,train/images/fog_light_fog_0159_GF6_WFV_.png,train/labels/fog_light_fog_0159_GF6_WFV_.txt,512,512,0,0,0.2685546875,0.2119140625,0.029296875,0.025390625,1.25,15,13,18.75,16.25,16.25,18.75,304.6875,1.15384615385
train,train/images/fog_light_fog_0159_GF6_WFV_.png,train/labels/fog_light_fog_0159_GF6_WFV_.txt,512,512,0,1,0.0390625,0.8857421875,0.02734375,0.017578125,1.25,14,9,17.5,11.25,11.25,17.5,196.875,1.55555555556
train,train/images/fog_light_fog_0159_GF6_WFV_.png,train/labels/fog_light_fog_0159_GF6_WFV_.txt,512,512,0,2,0.1767578125,0.826171875,0.033203125,0.0234375,1.25,17,12,21.25,15,15,21.25,318.75,1.41666666667
train,train/images/fog_light_fog_0163_GF1_WFV1.png,train/labels/fog_light_fog_0163_GF1_WFV1.txt,512,512,0,0,0.7978515625,0.4638671875,0.033203125,0.033203125,1.25,17,17,21.25,21.25,21.25,21.25,451.5625,1
train,train/images/fog_light_fog_0163_GF1_WFV1.png,train/labels/fog_light_fog_0163_GF1_WFV1.txt,512,512,0,1,0.6904296875,0.666015625,0.037109375,0.02734375,1.25,19,14,23.75,17.5,17.5,23.75,415.625,1.35714285714
train,train/images/fog_light_fog_0163_GF1_WFV1.png,train/labels/fog_light_fog_0163_GF1_WFV1.txt,512,512,0,2,0.837890625,0.77734375,0.0546875,0.0390625,1.25,28,20,35,25,25,35,875,1.4
train,train/images/fog_light_fog_0163_GF1_WFV1.png,train/labels/fog_light_fog_0163_GF1_WFV1.txt,512,512,0,3,0.248046875,0.115234375,0.0546875,0.0390625,1.25,28,20,35,25,25,35,875,1.4
train,train/images/fog_light_fog_0167_GF1_WFV2.png,train/labels/fog_light_fog_0167_GF1_WFV2.txt,512,512,0,0,0.818359375,0.9892578125,0.0390625,0.021484375,1.25,20,11,25,13.75,13.75,25,343.75,1.81818181818
train,train/images/fog_light_fog_0175_GF1_WFV3.png,train/labels/fog_light_fog_0175_GF1_WFV3.txt,512,512,0,0,0.7734375,0.1572265625,0.04296875,0.044921875,1.25,22,23,27.5,28.75,27.5,28.75,790.625,1.04545454545
train,train/images/fog_light_fog_0178_GF6_WFV_.png,train/labels/fog_light_fog_0178_GF6_WFV_.txt,512,512,0,0,0.21484375,0.3115234375,0.046875,0.037109375,1.25,24,19,30,23.75,23.75,30,712.5,1.26315789474
train,train/images/fog_light_fog_0208_GF6_WFV_.png,train/labels/fog_light_fog_0208_GF6_WFV_.txt,512,512,0,0,0.3642578125,0.8984375,0.029296875,0.0390625,1.25,15,20,18.75,25,18.75,25,468.75,1.33333333333
train,train/images/fog_light_fog_0225_GF1_WFV2.png,train/labels/fog_light_fog_0225_GF1_WFV2.txt,512,512,0,0,0.072265625,0.71875,0.0390625,0.046875,1.25,20,24,25,30,25,30,750,1.2
train,train/images/fog_light_fog_0231_GF6_WFV_.png,train/labels/fog_light_fog_0231_GF6_WFV_.txt,512,512,0,0,0.0908203125,0.7490234375,0.025390625,0.029296875,1.25,13,15,16.25,18.75,16.25,18.75,304.6875,1.15384615385
train,train/images/fog_light_fog_0231_GF6_WFV_.png,train/labels/fog_light_fog_0231_GF6_WFV_.txt,512,512,0,1,0.3623046875,0.7216796875,0.029296875,0.029296875,1.25,15,15,18.75,18.75,18.75,18.75,351.5625,1
train,train/images/fog_light_fog_0231_GF6_WFV_.png,train/labels/fog_light_fog_0231_GF6_WFV_.txt,512,512,0,2,0.552734375,0.3232421875,0.0234375,0.037109375,1.25,12,19,15,23.75,15,23.75,356.25,1.58333333333
train,train/images/fog_light_fog_0231_GF6_WFV_.png,train/labels/fog_light_fog_0231_GF6_WFV_.txt,512,512,0,3,0.8154296875,0.34375,0.025390625,0.04296875,1.25,13,22,16.25,27.5,16.25,27.5,446.875,1.69230769231
train,train/images/fog_light_fog_0231_GF6_WFV_.png,train/labels/fog_light_fog_0231_GF6_WFV_.txt,512,512,0,4,0.84375,0.095703125,0.04296875,0.046875,1.25,22,24,27.5,30,27.5,30,825,1.09090909091
train,train/images/fog_light_fog_0231_GF6_WFV_.png,train/labels/fog_light_fog_0231_GF6_WFV_.txt,512,512,0,5,0.7529296875,0.1904296875,0.029296875,0.041015625,1.25,15,21,18.75,26.25,18.75,26.25,492.1875,1.4
train,train/images/fog_light_fog_0231_GF6_WFV_.png,train/labels/fog_light_fog_0231_GF6_WFV_.txt,512,512,0,6,0.634765625,0.1142578125,0.03125,0.041015625,1.25,16,21,20,26.25,20,26.25,525,1.3125
train,train/images/fog_light_fog_0231_GF6_WFV_.png,train/labels/fog_light_fog_0231_GF6_WFV_.txt,512,512,0,7,0.5048828125,0.177734375,0.029296875,0.0390625,1.25,15,20,18.75,25,18.75,25,468.75,1.33333333333
train,train/images/fog_light_fog_0231_GF6_WFV_.png,train/labels/fog_light_fog_0231_GF6_WFV_.txt,512,512,0,8,0.196245733788,0.863730569948,0.0238907849829,0.0238341968912,1.25,12.2320819113,12.2031088083,15.2901023891,15.2538860104,15.2538860104,15.2901023891,233.23347893,1.0023742395
train,train/images/fog_light_fog_0231_GF6_WFV_.png,train/labels/fog_light_fog_0231_GF6_WFV_.txt,512,512,0,9,0.889078498294,0.824352331606,0.0238907849829,0.0259067357513,1.25,12.2320819113,13.2642487047,15.2901023891,16.5803108808,15.2901023891,16.5803108808,253.514651011,1.0843819393
train,train/images/fog_light_fog_0240_GF1_WFV1.png,train/labels/fog_light_fog_0240_GF1_WFV1.txt,512,512,0,0,0.17578125,0.55078125,0.0625,0.04296875,1.25,32,22,40,27.5,27.5,40,1100,1.45454545455
train,train/images/fog_light_fog_0240_GF1_WFV1.png,train/labels/fog_light_fog_0240_GF1_WFV1.txt,512,512,0,1,0.6494140625,0.3759765625,0.048828125,0.033203125,1.25,25,17,31.25,21.25,21.25,31.25,664.0625,1.47058823529
train,train/images/fog_light_fog_0240_GF1_WFV1.png,train/labels/fog_light_fog_0240_GF1_WFV1.txt,512,512,0,2,0.9365234375,0.3828125,0.064453125,0.04296875,1.25,33,22,41.25,27.5,27.5,41.25,1134.375,1.5
train,train/images/fog_light_fog_0240_GF1_WFV1.png,train/labels/fog_light_fog_0240_GF1_WFV1.txt,512,512,0,3,0.5126953125,0.8515625,0.052734375,0.02734375,1.25,27,14,33.75,17.5,17.5,33.75,590.625,1.92857142857
train,train/images/fog_light_fog_0241_GF6_WFV_.png,train/labels/fog_light_fog_0241_GF6_WFV_.txt,512,512,0,0,0.0859375,0.7431640625,0.03125,0.033203125,1.25,16,17,20,21.25,20,21.25,425,1.0625
train,train/images/fog_light_fog_0241_GF6_WFV_.png,train/labels/fog_light_fog_0241_GF6_WFV_.txt,512,512,0,1,0.94140625,0.21484375,0.02734375,0.03515625,1.25,14,18,17.5,22.5,17.5,22.5,393.75,1.28571428571
train,train/images/fog_light_fog_0255_GF1_WFV4.png,train/labels/fog_light_fog_0255_GF1_WFV4.txt,512,512,0,0,0.7783203125,0.255859375,0.064453125,0.05859375,1.25,33,30,41.25,37.5,37.5,41.25,1546.875,1.1
train,train/images/fog_light_fog_0265_GF6_WFV_.png,train/labels/fog_light_fog_0265_GF6_WFV_.txt,512,512,0,0,0.0625,0.6630859375,0.05078125,0.029296875,1.25,26,15,32.5,18.75,18.75,32.5,609.375,1.73333333333
train,train/images/fog_light_fog_0269_GF1_WFV4.png,train/labels/fog_light_fog_0269_GF1_WFV4.txt,512,512,0,0,0.03125,0.6826171875,0.04296875,0.033203125,1.25,22,17,27.5,21.25,21.25,27.5,584.375,1.29411764706
train,train/images/fog_light_fog_0269_GF1_WFV4.png,train/labels/fog_light_fog_0269_GF1_WFV4.txt,512,512,0,1,0.466796875,0.318359375,0.08203125,0.04296875,1.25,42,22,52.5,27.5,27.5,52.5,1443.75,1.90909090909
train,train/images/fog_light_fog_0269_GF1_WFV4.png,train/labels/fog_light_fog_0269_GF1_WFV4.txt,512,512,0,2,0.98046875,0.017578125,0.0390625,0.03515625,1.25,20,18,25,22.5,22.5,25,562.5,1.11111111111
train,train/images/fog_light_fog_0269_GF1_WFV4.png,train/labels/fog_light_fog_0269_GF1_WFV4.txt,512,512,0,3,0.3837890625,0.03515625,0.068359375,0.02734375,1.25,35,14,43.75,17.5,17.5,43.75,765.625,2.5
train,train/images/fog_light_fog_0269_GF1_WFV4.png,train/labels/fog_light_fog_0269_GF1_WFV4.txt,512,512,0,4,0.1220703125,0.0068359375,0.048828125,0.013671875,1.25,25,7,31.25,8.75,8.75,31.25,273.4375,3.57142857143
train,train/images/fog_light_fog_0278_GF1_WFV3.png,train/labels/fog_light_fog_0278_GF1_WFV3.txt,512,512,0,0,0.13671875,0.13671875,0.046875,0.0390625,1.25,24,20,30,25,25,30,750,1.2
train,train/images/fog_light_fog_0288_GF6_WFV_.png,train/labels/fog_light_fog_0288_GF6_WFV_.txt,512,512,0,0,0.7099609375,0.5517578125,0.029296875,0.029296875,1.25,15,15,18.75,18.75,18.75,18.75,351.5625,1
train,train/images/fog_light_fog_0288_GF6_WFV_.png,train/labels/fog_light_fog_0288_GF6_WFV_.txt,512,512,0,1,0.7607421875,0.7724609375,0.029296875,0.037109375,1.25,15,19,18.75,23.75,18.75,23.75,445.3125,1.26666666667
train,train/images/fog_light_fog_0288_GF6_WFV_.png,train/labels/fog_light_fog_0288_GF6_WFV_.txt,512,512,0,2,0.798828125,0.7099609375,0.01953125,0.025390625,1.25,10,13,12.5,16.25,12.5,16.25,203.125,1.3
train,train/images/fog_light_fog_0288_GF6_WFV_.png,train/labels/fog_light_fog_0288_GF6_WFV_.txt,512,512,0,3,0.9150390625,0.84765625,0.025390625,0.02734375,1.25,13,14,16.25,17.5,16.25,17.5,284.375,1.07692307692
train,train/images/fog_light_fog_0288_GF6_WFV_.png,train/labels/fog_light_fog_0288_GF6_WFV_.txt,512,512,0,4,0.5673828125,0.4189453125,0.025390625,0.025390625,1.25,13,13,16.25,16.25,16.25,16.25,264.0625,1
train,train/images/fog_light_fog_0296_GF6_WFV_.png,train/labels/fog_light_fog_0296_GF6_WFV_.txt,512,512,0,0,0.2978515625,0.7705078125,0.052734375,0.041015625,1.25,27,21,33.75,26.25,26.25,33.75,885.9375,1.28571428571
train,train/images/fog_light_fog_0296_GF6_WFV_.png,train/labels/fog_light_fog_0296_GF6_WFV_.txt,512,512,0,1,0.673828125,0.5654296875,0.05078125,0.037109375,1.25,26,19,32.5,23.75,23.75,32.5,771.875,1.36842105263
train,train/images/fog_light_fog_0296_GF6_WFV_.png,train/labels/fog_light_fog_0296_GF6_WFV_.txt,512,512,0,2,0.7763671875,0.0625,0.041015625,0.03515625,1.25,21,18,26.25,22.5,22.5,26.25,590.625,1.16666666667
train,train/images/fog_light_fog_0296_GF6_WFV_.png,train/labels/fog_light_fog_0296_GF6_WFV_.txt,512,512,0,3,0.5009765625,0.2880859375,0.048828125,0.029296875,1.25,25,15,31.25,18.75,18.75,31.25,585.9375,1.66666666667
train,train/images/fog_light_fog_0296_GF6_WFV_.png,train/labels/fog_light_fog_0296_GF6_WFV_.txt,512,512,0,4,0.3642578125,0.322265625,0.048828125,0.0390625,1.25,25,20,31.25,25,25,31.25,781.25,1.25
